abandoned,air traffic control tower,belltower,bridge,casino,city,city_id,commercial,completed.year,country,country id,current,education,exhibition,floors above,government,height,hospital,hotel,id,industrial,is completed,is started,latitude,library,longitude,material,multiple,museum,name,number of purposes,observation,office,other,rank,religious,residential,retail,serviced apartments,started.year,telecommunications
FALSE,FALSE,FALSE,FALSE,FALSE,San Francisco,1683,FALSE,1985,US,163,completed,FALSE,FALSE,43,FALSE,183,FALSE,FALSE,2217,FALSE,TRUE,TRUE,37.79050827,FALSE,-122.397171,steel,FALSE,FALSE,50 Fremont Center,1,FALSE,TRUE,FALSE,343,FALSE,FALSE,FALSE,FALSE,1983,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1974,US,163,completed,FALSE,FALSE,44,FALSE,182.9100037,FALSE,FALSE,2214,FALSE,TRUE,FALSE,40.75683975,FALSE,-73.9821167,steel,FALSE,FALSE,1166 Avenue of the Americas,1,FALSE,TRUE,FALSE,344,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,TRUE,Las Vegas,1610,FALSE,2009,US,163,completed,FALSE,FALSE,60,FALSE,182.8800049,FALSE,TRUE,2194,FALSE,TRUE,TRUE,36.10778046,FALSE,-115.1771393,concrete,FALSE,FALSE,Aria Resort & Casino,2,FALSE,FALSE,FALSE,345,FALSE,FALSE,FALSE,FALSE,2006,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Boston,1524,FALSE,1987,US,163,completed,FALSE,FALSE,46,FALSE,182.8800049,FALSE,FALSE,2209,FALSE,TRUE,FALSE,42.35570908,FALSE,-71.05200958,steel,FALSE,FALSE,One International Place,1,FALSE,TRUE,FALSE,346,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Houston,1593,FALSE,2002,US,163,completed,FALSE,FALSE,40,FALSE,182.8800049,FALSE,FALSE,2222,FALSE,TRUE,TRUE,29.7544899,FALSE,-95.37129974,steel,FALSE,FALSE,1500 Louisiana Street,1,FALSE,TRUE,FALSE,347,FALSE,FALSE,FALSE,FALSE,1999,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,1992,US,163,completed,FALSE,FALSE,45,FALSE,182.8600006,FALSE,FALSE,2211,FALSE,TRUE,TRUE,41.88090134,FALSE,-87.64041901,concrete,FALSE,FALSE,Heller International Tower,1,FALSE,TRUE,FALSE,348,FALSE,FALSE,FALSE,FALSE,1990,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Miami,1632,FALSE,2016,US,163,under construction,FALSE,FALSE,52,FALSE,182.5800018,FALSE,TRUE,17530,FALSE,TRUE,TRUE,25.76124001,FALSE,-80.19367981,concrete,FALSE,FALSE,SLS Brickell,2,FALSE,FALSE,FALSE,349,FALSE,TRUE,FALSE,FALSE,2014,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,1982,US,163,completed,FALSE,FALSE,44,FALSE,182.4600067,FALSE,FALSE,2248,FALSE,TRUE,TRUE,41.88235855,FALSE,-87.63440704,steel,FALSE,FALSE,Madison Plaza,1,FALSE,TRUE,FALSE,350,FALSE,FALSE,FALSE,FALSE,1981,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,0,US,163,proposed,FALSE,FALSE,51,FALSE,182.2700043,FALSE,FALSE,22655,FALSE,FALSE,FALSE,41.87419891,FALSE,-87.63484955,concrete,FALSE,FALSE,River Line Building A,1,FALSE,FALSE,FALSE,351,FALSE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Dallas,1554,FALSE,1964,US,163,completed,FALSE,FALSE,50,FALSE,182.2700043,FALSE,FALSE,2231,FALSE,TRUE,FALSE,32.78339005,FALSE,-96.79723358,steel,FALSE,FALSE,Republic Center Tower II,1,FALSE,TRUE,FALSE,352,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2014,US,163,completed,FALSE,FALSE,54,FALSE,182.25,FALSE,FALSE,2005,FALSE,TRUE,TRUE,40.77196121,FALSE,-73.98609161,concrete,FALSE,FALSE,Hawthorn Park,1,FALSE,FALSE,FALSE,353,FALSE,TRUE,FALSE,FALSE,2012,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Seattle,1680,TRUE,2006,US,163,completed,FALSE,FALSE,42,FALSE,182.1799927,FALSE,FALSE,2232,FALSE,TRUE,TRUE,47.60779953,FALSE,-122.3381119,steel,FALSE,FALSE,Russell Investments Center,2,FALSE,TRUE,FALSE,354,FALSE,FALSE,FALSE,FALSE,2004,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Las Vegas,1610,FALSE,2009,US,163,completed,FALSE,FALSE,50,FALSE,182,FALSE,TRUE,2237,FALSE,TRUE,TRUE,36.10897827,FALSE,-115.1687164,concrete,FALSE,FALSE,Planet Hollywood Towers,2,FALSE,FALSE,FALSE,355,FALSE,TRUE,FALSE,FALSE,2007,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2006,US,163,completed,FALSE,FALSE,46,FALSE,181.9700012,FALSE,FALSE,2245,FALSE,TRUE,TRUE,40.76654053,FALSE,-73.98375702,steel,FALSE,FALSE,Hearst Tower,1,FALSE,TRUE,FALSE,356,FALSE,FALSE,FALSE,FALSE,2003,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2015,US,163,completed,FALSE,FALSE,57,FALSE,181.6600037,FALSE,FALSE,9815,FALSE,TRUE,TRUE,40.69194031,FALSE,-73.98497009,concrete,FALSE,FALSE,Avalon Willoughby West,1,FALSE,FALSE,FALSE,357,FALSE,TRUE,FALSE,FALSE,2013,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Miami,1632,FALSE,2016,US,163,under construction,FALSE,FALSE,57,FALSE,181.3999939,FALSE,FALSE,17034,FALSE,TRUE,TRUE,25.76615906,FALSE,-80.19291687,concrete,FALSE,FALSE,SLS Lux Brickell,1,FALSE,FALSE,FALSE,358,FALSE,TRUE,FALSE,FALSE,2014,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,2010,US,163,completed,FALSE,FALSE,54,FALSE,181.3000031,FALSE,FALSE,1879,FALSE,TRUE,TRUE,41.86708832,FALSE,-87.62201691,concrete,FALSE,FALSE,The Grant,1,FALSE,FALSE,FALSE,359,FALSE,TRUE,FALSE,FALSE,2008,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,St. Louis,1693,FALSE,1988,US,163,completed,FALSE,FALSE,42,FALSE,180.75,FALSE,FALSE,2278,FALSE,TRUE,FALSE,38.62741089,FALSE,-90.18955231,composite,FALSE,FALSE,One Metropolitan Square,1,FALSE,TRUE,FALSE,360,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1973,US,163,completed,FALSE,FALSE,45,FALSE,180.4400024,FALSE,FALSE,2279,FALSE,TRUE,FALSE,40.75857925,FALSE,-73.98226166,steel,FALSE,FALSE,Celanese Building,1,FALSE,TRUE,FALSE,361,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,1964,US,163,completed,FALSE,FALSE,55,FALSE,179.8300018,FALSE,FALSE,2358,FALSE,TRUE,FALSE,41.90103912,FALSE,-87.62451172,concrete,FALSE,FALSE,1000 Lake Shore Plaza,1,FALSE,FALSE,FALSE,362,FALSE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2014,US,163,completed,FALSE,FALSE,51,FALSE,179.8300018,FALSE,FALSE,3266,FALSE,TRUE,TRUE,40.69165039,FALSE,-73.98558807,concrete,FALSE,FALSE,388 Bridge Street,1,FALSE,FALSE,FALSE,363,FALSE,TRUE,FALSE,FALSE,2012,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Boston,1524,FALSE,1984,US,163,completed,FALSE,FALSE,46,FALSE,179.8300018,FALSE,FALSE,2363,FALSE,TRUE,FALSE,42.35224152,FALSE,-71.05623627,steel,FALSE,FALSE,One Financial Center,1,FALSE,TRUE,FALSE,364,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1936,US,163,completed,FALSE,FALSE,37,TRUE,179.8300018,FALSE,FALSE,2370,FALSE,TRUE,TRUE,40.71368027,FALSE,-74.00251007,steel,FALSE,FALSE,Thurgood Marshall U.S. Court House,1,FALSE,FALSE,FALSE,365,FALSE,FALSE,FALSE,FALSE,1932,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,2009,US,163,completed,FALSE,FALSE,53,FALSE,179.4799957,FALSE,FALSE,2374,FALSE,TRUE,TRUE,41.8972702,FALSE,-87.62618256,concrete,FALSE,FALSE,The Clare at Water Tower,1,FALSE,FALSE,FALSE,366,FALSE,TRUE,FALSE,FALSE,2006,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2008,US,163,completed,FALSE,FALSE,54,FALSE,179.3300018,FALSE,FALSE,2381,FALSE,TRUE,TRUE,40.74507904,FALSE,-73.98558807,concrete,FALSE,FALSE,Sky House,1,FALSE,FALSE,FALSE,367,FALSE,TRUE,FALSE,FALSE,2005,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1992,US,163,completed,FALSE,FALSE,58,FALSE,179.2299957,FALSE,TRUE,2379,FALSE,TRUE,TRUE,40.71118927,FALSE,-74.01039886,concrete,FALSE,FALSE,The Millenium Hilton,1,FALSE,FALSE,FALSE,368,FALSE,FALSE,FALSE,FALSE,1988,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Charlotte,1544,FALSE,1988,US,163,completed,FALSE,FALSE,42,FALSE,179.2299957,FALSE,FALSE,2386,FALSE,TRUE,TRUE,35.22404861,FALSE,-80.8446579,steel,FALSE,FALSE,One Wells Fargo Center,1,FALSE,TRUE,FALSE,369,FALSE,FALSE,FALSE,FALSE,1986,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1959,US,163,completed,FALSE,FALSE,48,FALSE,178.9199982,FALSE,FALSE,2395,FALSE,TRUE,FALSE,40.76052856,FALSE,-73.98097992,steel,FALSE,FALSE,Time-Life Building,1,FALSE,TRUE,FALSE,370,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1967,US,163,completed,FALSE,FALSE,41,TRUE,178.9199982,FALSE,FALSE,2401,FALSE,TRUE,TRUE,40.7154007,FALSE,-74.00434875,steel,FALSE,FALSE,Jacob K. Javits Federal Building,1,FALSE,FALSE,FALSE,371,FALSE,FALSE,FALSE,FALSE,1963,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,2018,US,163,under construction,FALSE,FALSE,57,FALSE,178.8999939,FALSE,TRUE,16553,FALSE,TRUE,TRUE,41.89123917,FALSE,-87.62152863,concrete,FALSE,FALSE,Optima Chicago Center II,2,FALSE,FALSE,FALSE,372,FALSE,TRUE,FALSE,FALSE,2014,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Miami,1632,FALSE,2008,US,163,completed,FALSE,FALSE,58,FALSE,178.6199951,FALSE,FALSE,2404,FALSE,TRUE,TRUE,25.76893997,FALSE,-80.18888855,concrete,FALSE,FALSE,Icon Brickell North Tower,1,FALSE,FALSE,FALSE,373,FALSE,TRUE,FALSE,FALSE,2006,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Miami,1632,FALSE,2008,US,163,completed,FALSE,FALSE,58,FALSE,178.6199951,FALSE,FALSE,2405,FALSE,TRUE,FALSE,25.7682991,FALSE,-80.188797,concrete,FALSE,FALSE,Icon Brickell South Tower,1,FALSE,FALSE,FALSE,373,FALSE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Miami,1632,FALSE,2007,US,163,completed,FALSE,FALSE,50,FALSE,178.3099976,FALSE,FALSE,2412,FALSE,TRUE,TRUE,25.78463936,FALSE,-80.18998718,concrete,FALSE,FALSE,Ten Museum Park,1,FALSE,FALSE,FALSE,375,FALSE,TRUE,FALSE,FALSE,2004,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Sunny Isles Beach,1686,FALSE,0,US,163,on hold,FALSE,FALSE,53,FALSE,178,FALSE,TRUE,2432,FALSE,FALSE,TRUE,0,FALSE,0,concrete,FALSE,FALSE,Solis Resort Spa Residences,2,FALSE,FALSE,FALSE,376,FALSE,TRUE,FALSE,FALSE,2007,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2002,US,163,completed,FALSE,FALSE,53,FALSE,177.8500061,FALSE,TRUE,2415,FALSE,TRUE,FALSE,40.75934982,FALSE,-73.98561096,concrete,FALSE,FALSE,W Times Square,1,FALSE,FALSE,FALSE,377,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,2013,US,163,completed,FALSE,FALSE,49,FALSE,177.6199951,FALSE,FALSE,14135,FALSE,TRUE,FALSE,41.88008881,FALSE,-87.6256485,concrete,FALSE,FALSE,Mid Continental Plaza,2,FALSE,TRUE,FALSE,378,FALSE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1970,US,163,completed,FALSE,FALSE,44,FALSE,177.6199951,FALSE,TRUE,2435,FALSE,TRUE,TRUE,40.76911163,FALSE,-73.98159027,steel,FALSE,FALSE,Trump International Hotel & Tower,2,FALSE,FALSE,FALSE,379,FALSE,TRUE,FALSE,FALSE,1968,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Pittsburgh,1661,FALSE,1932,US,163,completed,FALSE,FALSE,44,FALSE,177.3999939,FALSE,FALSE,2439,FALSE,TRUE,TRUE,40.44261932,FALSE,-79.99514771,steel,FALSE,FALSE,Gulf Tower,1,FALSE,TRUE,FALSE,380,FALSE,FALSE,FALSE,FALSE,1930,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,1983,US,163,completed,FALSE,FALSE,41,FALSE,177.3999939,FALSE,FALSE,2441,FALSE,TRUE,TRUE,41.88478851,FALSE,-87.62489319,concrete,FALSE,FALSE,Crain Communications Building,1,FALSE,TRUE,FALSE,381,FALSE,FALSE,FALSE,FALSE,1982,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Minneapolis,1627,FALSE,1985,US,163,completed,FALSE,FALSE,42,FALSE,177.2400055,FALSE,FALSE,2440,FALSE,TRUE,TRUE,44.97364044,FALSE,-93.27002716,steel/concrete,FALSE,FALSE,Campbell Mithun Tower,1,FALSE,TRUE,FALSE,382,FALSE,FALSE,FALSE,FALSE,1983,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Austin,1510,FALSE,2008,US,163,completed,FALSE,FALSE,45,FALSE,177.1000061,FALSE,FALSE,2654,FALSE,TRUE,TRUE,30.26729965,FALSE,-97.74964905,concrete,FALSE,FALSE,360 Condominiums,1,FALSE,FALSE,FALSE,383,FALSE,TRUE,FALSE,FALSE,2006,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,1990,US,163,completed,FALSE,FALSE,61,FALSE,177.0899963,FALSE,FALSE,2442,FALSE,TRUE,FALSE,41.89080811,FALSE,-87.61450195,concrete,FALSE,FALSE,North Pier Apartments,1,FALSE,FALSE,FALSE,384,FALSE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,2003,US,163,completed,FALSE,FALSE,39,FALSE,176.8399963,FALSE,FALSE,2469,FALSE,TRUE,TRUE,41.87971878,FALSE,-87.62889099,steel,FALSE,FALSE,Citadel Center,1,FALSE,TRUE,FALSE,385,FALSE,FALSE,FALSE,FALSE,2000,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1971,US,163,completed,FALSE,FALSE,42,FALSE,176.7899933,FALSE,FALSE,2468,FALSE,TRUE,FALSE,40.75783157,FALSE,-73.98238373,steel,FALSE,FALSE,Stevens Tower,1,FALSE,TRUE,FALSE,386,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Atlanta,1509,FALSE,2008,US,163,completed,FALSE,FALSE,42,FALSE,176.7899933,FALSE,FALSE,2467,FALSE,TRUE,TRUE,33.84944916,FALSE,-84.36656952,concrete,FALSE,FALSE,The Mansion on Peachtree,1,FALSE,FALSE,FALSE,386,FALSE,TRUE,FALSE,FALSE,2006,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Dallas,1554,FALSE,1984,US,163,completed,FALSE,FALSE,37,FALSE,176.7899933,FALSE,FALSE,2470,FALSE,TRUE,TRUE,32.77957916,FALSE,-96.79872894,steel,FALSE,FALSE,One AT&T Plaza,1,FALSE,TRUE,FALSE,388,FALSE,FALSE,FALSE,FALSE,1981,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1914,US,163,completed,FALSE,FALSE,34,FALSE,176.7899933,FALSE,FALSE,2471,FALSE,TRUE,TRUE,40.7129097,FALSE,-74.00366211,steel,FALSE,FALSE,Municipal Building,1,FALSE,TRUE,FALSE,389,FALSE,FALSE,FALSE,FALSE,1909,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Dallas,1554,FALSE,1984,US,163,completed,FALSE,FALSE,45,FALSE,176.4799957,FALSE,FALSE,2472,FALSE,TRUE,FALSE,32.7844696,FALSE,-96.80023956,concrete,FALSE,FALSE,Ross Tower,1,FALSE,TRUE,FALSE,390,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Tampa,1702,FALSE,1992,US,163,completed,FALSE,FALSE,42,FALSE,176.4799957,FALSE,FALSE,2474,FALSE,TRUE,TRUE,27.94551086,FALSE,-82.45822144,steel,FALSE,FALSE,Regions Building,1,FALSE,TRUE,FALSE,391,FALSE,FALSE,FALSE,FALSE,1990,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Houston,1593,FALSE,1974,US,163,completed,FALSE,FALSE,40,FALSE,176.4799957,FALSE,FALSE,2475,FALSE,TRUE,FALSE,29.75639915,FALSE,-95.36331177,steel,FALSE,FALSE,Two Houston Center,1,FALSE,TRUE,FALSE,392,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Los Angeles,1611,FALSE,1985,US,163,completed,FALSE,FALSE,42,FALSE,176.1799927,FALSE,FALSE,2478,FALSE,TRUE,TRUE,34.05226898,FALSE,-118.2513428,steel,FALSE,FALSE,One California Plaza,1,FALSE,TRUE,FALSE,393,FALSE,FALSE,FALSE,FALSE,1983,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,0,US,163,proposed,FALSE,FALSE,52,FALSE,176.1699982,FALSE,FALSE,14318,FALSE,FALSE,FALSE,40.70875931,FALSE,-74.01399231,concrete,FALSE,FALSE,111 Washington Street,1,FALSE,FALSE,FALSE,394,FALSE,TRUE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Atlanta,1509,FALSE,2009,US,163,completed,FALSE,FALSE,46,FALSE,175.8699951,FALSE,FALSE,2485,FALSE,TRUE,TRUE,33.79085922,FALSE,-84.39758301,concrete,FALSE,FALSE,The Atlantic,1,FALSE,FALSE,FALSE,395,FALSE,TRUE,FALSE,FALSE,2007,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1982,US,163,completed,FALSE,FALSE,43,FALSE,175.8699951,FALSE,FALSE,2488,FALSE,TRUE,TRUE,40.76028061,FALSE,-73.97438812,concrete/steel,FALSE,FALSE,520 Madison Avenue,1,FALSE,TRUE,FALSE,396,FALSE,FALSE,FALSE,FALSE,1980,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1985,US,163,completed,FALSE,FALSE,37,FALSE,175.8699951,FALSE,FALSE,2495,FALSE,TRUE,FALSE,40.71047974,FALSE,-74.01567841,steel,FALSE,FALSE,One World Financial Center,1,FALSE,TRUE,FALSE,397,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1973,US,163,completed,FALSE,FALSE,42,FALSE,175.5700073,FALSE,FALSE,2500,FALSE,TRUE,FALSE,40.74235153,FALSE,-73.98631287,steel,FALSE,FALSE,Merchandise Mart,1,FALSE,TRUE,FALSE,398,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Charlotte,1544,FALSE,2010,US,163,completed,FALSE,FALSE,50,FALSE,175.5,FALSE,FALSE,1551,FALSE,TRUE,TRUE,35.23102951,FALSE,-80.84475708,concrete,FALSE,FALSE,The Vue,1,FALSE,FALSE,FALSE,399,FALSE,TRUE,FALSE,FALSE,2008,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2002,US,163,completed,FALSE,FALSE,40,FALSE,175.2599945,FALSE,FALSE,2541,FALSE,TRUE,TRUE,40.75590897,FALSE,-73.98760223,steel,FALSE,FALSE,5 Times Square,1,FALSE,TRUE,FALSE,400,FALSE,FALSE,FALSE,FALSE,2000,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2003,US,163,completed,FALSE,FALSE,38,FALSE,175.2599945,FALSE,FALSE,3174,FALSE,TRUE,TRUE,40.75267029,FALSE,-73.98007965,steel,FALSE,FALSE,300 Madison Avenue,1,FALSE,TRUE,FALSE,401,FALSE,FALSE,FALSE,FALSE,2001,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,2001,US,163,completed,FALSE,FALSE,38,FALSE,175.2599945,FALSE,FALSE,2510,FALSE,TRUE,TRUE,40.7605896,FALSE,-73.98288727,steel,FALSE,FALSE,Lehman Building,1,FALSE,TRUE,FALSE,401,FALSE,FALSE,FALSE,FALSE,1999,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Jersey City,1605,FALSE,2016,US,163,under construction,FALSE,FALSE,53,FALSE,175,FALSE,FALSE,15896,FALSE,TRUE,TRUE,40.73236084,FALSE,-74.06015015,concrete,FALSE,FALSE,Journal Squared 3,1,FALSE,FALSE,FALSE,403,FALSE,TRUE,FALSE,FALSE,2014,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Sunny Isles Beach,1686,FALSE,2008,US,163,completed,FALSE,FALSE,51,FALSE,175,FALSE,FALSE,2524,FALSE,TRUE,TRUE,25.93354034,FALSE,-80.12097168,concrete,FALSE,FALSE,Jade on the Beach,1,FALSE,FALSE,FALSE,404,FALSE,TRUE,FALSE,FALSE,2004,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Cincinnati,1550,FALSE,1931,US,163,completed,FALSE,FALSE,49,FALSE,175,FALSE,FALSE,2528,FALSE,TRUE,TRUE,39.1007309,FALSE,-84.51322174,steel,FALSE,FALSE,Carew Tower,1,FALSE,TRUE,FALSE,405,FALSE,FALSE,FALSE,FALSE,1929,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1985,US,163,completed,FALSE,FALSE,56,FALSE,174.9600067,FALSE,TRUE,2517,FALSE,TRUE,FALSE,40.75862122,FALSE,-73.98612213,steel,FALSE,FALSE,New York Marriott Marquis Hotel,1,FALSE,FALSE,FALSE,406,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Seattle,1680,FALSE,1983,US,163,completed,FALSE,FALSE,47,FALSE,174.9600067,FALSE,FALSE,2530,FALSE,TRUE,FALSE,47.60514069,FALSE,-122.3339691,steel,FALSE,FALSE,Wells Fargo Center,1,FALSE,TRUE,FALSE,407,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1967,US,163,completed,FALSE,FALSE,42,FALSE,174.9600067,FALSE,FALSE,2537,FALSE,TRUE,TRUE,40.75603104,FALSE,-73.97428131,steel,FALSE,FALSE,299 Park Avenue,1,FALSE,TRUE,FALSE,408,FALSE,FALSE,FALSE,FALSE,1965,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,2003,US,163,completed,FALSE,FALSE,52,FALSE,174.8099976,FALSE,FALSE,2522,FALSE,TRUE,TRUE,41.89540863,FALSE,-87.62719727,concrete,FALSE,FALSE,The Fordham,1,FALSE,FALSE,FALSE,409,FALSE,TRUE,FALSE,FALSE,2001,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,1987,US,163,completed,FALSE,FALSE,40,FALSE,174.6499939,FALSE,FALSE,2551,FALSE,TRUE,TRUE,41.87973022,FALSE,-87.63278198,steel,FALSE,FALSE,190 South LaSalle,1,FALSE,TRUE,FALSE,410,FALSE,FALSE,FALSE,FALSE,1985,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,San Francisco,1683,FALSE,1975,US,163,completed,FALSE,FALSE,40,FALSE,174.6499939,FALSE,FALSE,2552,FALSE,TRUE,FALSE,37.78956985,FALSE,-122.400322,steel,FALSE,FALSE,Chevron Tower,1,FALSE,TRUE,FALSE,410,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1956,US,163,completed,FALSE,FALSE,42,FALSE,174.3500061,FALSE,FALSE,2566,FALSE,TRUE,FALSE,40.75074005,FALSE,-73.97551727,steel,FALSE,FALSE,Socony Mobil Building,1,FALSE,TRUE,FALSE,412,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,New York City,1641,FALSE,1963,US,163,completed,FALSE,FALSE,43,FALSE,174.0399933,FALSE,FALSE,2579,FALSE,TRUE,TRUE,40.76060867,FALSE,-73.97917938,steel,FALSE,FALSE,1290 Avenue of the Americas,1,FALSE,TRUE,FALSE,413,FALSE,FALSE,FALSE,FALSE,1961,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,2005,US,163,completed,FALSE,FALSE,39,FALSE,173.9400024,FALSE,FALSE,2580,FALSE,TRUE,TRUE,41.88166046,FALSE,-87.62872314,composite,FALSE,FALSE,One South Dearborn,1,FALSE,TRUE,FALSE,414,FALSE,FALSE,FALSE,FALSE,2003,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Orlando,1650,FALSE,0,US,163,proposed,FALSE,FALSE,0,FALSE,173.75,FALSE,FALSE,16912,FALSE,FALSE,FALSE,28.45140076,FALSE,-81.46932983,steel,FALSE,FALSE,The Skyscraper at SKYPLEX,2,TRUE,FALSE,TRUE,415,FALSE,FALSE,FALSE,FALSE,0,FALSE
FALSE,FALSE,FALSE,FALSE,FALSE,Chicago,1539,FALSE,1986,US,163,completed,FALSE,FALSE,58,FALSE,173.7400055,FALSE,FALSE,2585,FALSE,TRUE,FALSE,41.89382172,FALSE,-87.61637115,concrete,FALSE,FALSE,Onterie Center,2,FALSE,TRUE,FALSE,416,FALSE,TRUE,FALSE,FALSE,0,FALSE
